|departure_city|col_index|language|flight_date|airline|customer_review_original_language
1407|Dubai|1407|arabic|2022-08-26 05:20:42.953034977|EmiratesFly|من دبي إلى نيويورك. كانت هذه أول مرة نطير فيها مع طيران الإمارات وربما كانت الأخيرة. لقد أخذنا العديد من رحلات درجة الأعمال الأخرى من قبل والخدمة المقدمة على كل شركة طيران أخرى ، حتى شركات الطيران الأمريكية والصينية ، تجاوزت بكثير طيران الإمارات. المنتج الصعب ممتاز مع ردهة الطابق الكامل في دبي ، ومقعد جيد وبار على متن الطائرة. ومع ذلك ، فإن المشكلة الأكبر هي أنه لا يبدو أن أيًا من أفراد الطاقم يرغب في التواجد هناك. إنها كلها عقلية خط الإنتاج. الخدمة أقل مما يتوقعه المرء حتى في الاقتصاد. كما أن الطعام كان أقل شأنا بالنظر إلى المراجعات السابقة التي قرأناها عن طيران الإمارات. باختصار ، نظرًا لنقطة السعر ، لن نتمكن أبدًا من السفر مع طيران الإمارات مرة أخرى عندما تكون هناك عادةً مقاعد أقل تكلفة في درجة الأعمال على شركات الطيران الأخرى ذات الخدمة الأفضل.
1408|Birmingham|1408|english|2022-08-26 05:20:42.953034977|AlphaAirlines|"Birmingham to Bali via Dubai. Something went wrong on my trip to Bali and my connecting flight to Bali was delayed and subsequently cancelled. I tried to get the assistance of their ground agent by asking some practical questions. Such as could I leave the airport and come back later? As a UK citizen what would be my immigration status be etc? The agent refused to help me on the grounds that the flight delay/cancellation was due to extraordinary circumstances. His words were ""You are on your own on this one. You can go to Singapore if you like, that is very nice."" I have complained and as yet I have not had an explanation or one single word of regret for the way I was treated. I won't fly with Emirates again."
1409|Manchester|1409|english|2022-08-26 05:20:42.953034977|AlphaAirlines|Manchester to Bangkok via Dubai. We were scheduled to fly out of Manchester airport on Wednesday 20th December at 20.35. On check in we noticed that the flight time had been changed to around 21.10. We were not notified of any changes and the Emirates staff who checked us in gave us no explanation as to why this had been moved. After being in the airport a couple of hours we then noticed our flight had been further delayed. We were meant to arrive into Dubai international at 07.45 for our flight to Bangkok at 09.35, so the fact that the flight was delayed made us worry as we did not know whether we would make our connection flight. As a result we contacted our travel agent at Flight centre about our concern whilst in the departure lounge at Manchester Airport. They called Emirates to raise the alarm that if there was a delay we would struggle to make a connection flight. We eventually boarded our flight and left Manchester almost two hours late and arrived in Dubai at 09.12. On the aircraft the captain told us that we were delayed due to the Emirates plane leaving Dubai late. We missed our flight, we had no apologies and the only option to get us to Bangkok in time for the 07.30 flight was to fly at 16.00 to Mumbai with Emirates and then a flight to Bangkok with Thai airways. This would land us at around 05.00 and in the meantime we would have a hotel room and lunch. We had to take this option but were not happy as this would mean we would lose our money on the hotel in Bangkok and our dinner reservation. However, the flight to Mumbai landed late, which caused us more anxiety then the flight to Bangkok took off late so we landed with under two hours till our next flight. I am extremely disappointed with the service I received with Emirates. The unexplained delays, unhelpful and rude staff in some cases, as well as missing our night in Bangkok was just not good enough. We were travelling for over 36 hours to Bangkok when we should have been there over 12 hours earlier. Whilst we appreciate that Emirates put us onto alternative flights to get to Bangkok we should have already been on the 11:45 flight as soon as our travel agent had contacted whilst we were still in Manchester. It was not the perfect start to our honeymoon, we spent time hanging around airports or on planes.
1410|Newark|1410|english|2022-08-26 05:20:42.953034977|AlphaAirlines|Newark to Dhaka via Athens and Dubai and back to Newark via same routes. Dreamed about these long haul flights, but got very disappointed - what has happened to Emirates? No longer the comfortable journeys I had enjoyed previously. Service extremely poor and chaotic. No air hostess seemed to care in spite of pointing out several times. Disappointed to find no pre-dinner drinks or appetizers, but only a good-looking menu with a list of fancy items - not so delicious to eat, unfortunately. They missed serving me dinner while most of my fellow passengers were enjoying theirs. Had to call an exhausted air hostess twice, but all in vain. Got my dinner after 30 min when all my co-passengers finished eating. Drinks were very sparse, not offered more than once, coffees were cold and tasteless, and most foods were poor and stale - mostly carbohydrate-heavy with almost no green salads. Not the best airline for service I have flown with for some time across the oceans. On my return flights an online offer popped up during the online check-in to upgrade to business class, but I got to upgrade for the first leg of the journey only - not the entire route as the offer disappeared on my second try (it gave me only one chance to upgrade). Not impressed with the business class kit-bag or other amenities. Couldn't sleep in the modernized recliner at all. Free business class lounge uses at Dubai airport were not offered in spite of buying an upgrade. I am sorry for Emirates that used to be one of the rare 5 star airlines. From Dubai to Athens to Newark, the rest of the journey was more like you would expect from a budget airline. Really disappointed, won't recommend to any friend or family, and will try to avoid in the future, unless a genuine offer is made.
1411|Cairo|1411|arabic|2022-08-26 05:20:42.953034977|EmiratesFly|من القاهرة إلى البصرة عبر دبي. وصلت الرحلة من القاهرة إلى دبي في 17 ديسمبر في منطقة انتظار بعيدة ولم تكن هناك حافلات متاحة. بعد تشغيل جميع البوابات B و C وصلت إلى C11 (إلى البصرة) مع تأخير لمدة 4 دقائق. كانت الطائرة هناك ولكن موقف الموظفين السيئ كان مذهلاً ، كانت غير لطيفة ورفضت صعودي. اضطررت إلى الانتظار 24 ساعة لرحلة أخرى.
1412|Dubai|1412|arabic|2022-08-26 05:20:42.953034977|EmiratesFly|من دبي إلى سان فرانسيسكو. لا أعتقد أن شركة الطيران هذه تهتم بركاب الدرجة الاقتصادية. هذه رحلة طويلة جدا. بعد ساعتين من الرحلة ، لم يقدموا حتى كوبًا من الماء. لقد قدموا قائمة طعام. كانت تلك مهزلة. هل كان ذلك بسبب إهمال المضيفات أو سياسة شركات الطيران. كان لقائمة الطعام خياران ، ولكن عندما حان الوقت أخبرونا أن هناك عنصرًا واحدًا متاحًا ، سواء أعجبك ذلك أم لا. تم طهي العنصر نصف. كان ينبغي أن يخبرونا أنه لن يتوفر أي طعام. بهذه الطريقة يمكن للمسافرين اتخاذ الترتيبات الخاصة بهم.
1413|Trivandrum|1413|english|2022-08-26 05:20:42.953034977|AlphaAirlines|Trivandrum to Seattle via Dubai. Recently I had a travel interstate in India in a volvo bus where the ticket was 600 per head and the push back seat gave full comfort of sitting and sleeping overnight during a 8 hours travel. Now I also had a recent international trip with Emirates in a flight where the ticket rate was 1,20,000 per head and the seating arrangement reminded me of cattle transportation that I have seen in India. Kindly consider that people travelling in Economy are also human beings and please understand that when we do 16-20 hours of journey, you can at least provide a proper push back seat which is comfortable.
1414|Dubai|1414|arabic|2022-08-26 05:20:42.953034977|EmiratesFly|دبي إلى كولومبو. طيران الإمارات هي خياري المفضل والسبب الذي جعلني أضع هذه الخطوط هو لفت الانتباه إلى اتجاه يبدو أنه يتسلل ببطء ويخفض المستوى. أسافر اقتصاديًا لأنني أعاني من مشكلة في الظهر وأشعر بمزيد من الراحة في المقعد الصغير الأصعب الذي يجلس مباشرة خلال الرحلة. تم شراء تذكرتي في الدرجة الاقتصادية ، وتلقيت لاحقًا بريدًا يوضح أنني قد تم اختياري خصيصًا للترقية على دفعة صغيرة. فعلت هذا فقط لأعرض المقعد لابني ، أدركت لاحقًا أن معظم الركاب تلقوا نفس الرسالة. هذا في الواقع سرقة كما لو أنني اشتريت تذكرة CCL مباشرة ، فقد كلفني 3035 درهمًا إماراتيًا / - هنا مع ug انتهى الأمر أكثر قليلاً ولكن ناقص مزايا CCL. الأمتعة والليموزين والصالة. على عكس السنوات العديدة الماضية عندما بدا الطاقم مذهلاً وخلفية أفضل اليوم ، يبدو أنهم كانوا في وضع سيئ جدًا وراء الزي الرسمي. لقد ولت هذا الاتزان والتوهج. في رحلة العودة ، تمكن الطاقم من إثارة إهمالها ووقاحتها. إذا لم أسافر أبدًا مع طيران الإمارات قبل أن تكون آخر رحلة لي. الطعام لا يرضي يا كرو - ابق في مخزنك. مقاعد عادية محدودة الملعب غير مناسبة للطول وجيد البناء. الأفلام على متن الطائرة - رائع جعلني مشغولاً. يجب تجنب التذاكر - ذات القيمة العالية مقابل المال ولكن الترقية المدفوعة -
1415|Brisbane|1415|english|2022-08-26 05:20:42.953034977|AlphaAirlines|Brisbane to Birmingham via Dubai. We flew on an overnight A380 Emirates flight from Brisbane to Dubai in late September, leaving Brisbane late at night. Flying time was 14 hours 20 minutes non-stop. This was sleeping time - I thought. I paid the extra $55 to select seats in economy for my wife and myself. I boarded and sat down to our long haul flight on a seat that was already broken. The recline wouldn't lock in, and made an awful clunking noise whenever I moved the seat back or forward. After a few hours I had worked out that if I pushed back hard and held on with my feet and my back I could get the seat to recline. But as soon as I let the pressure off it immediately sprung back â€“ in fact it sprung back past normal upright. You can imagine the result - 14 hours plus of long haul discomfort, battling with this seat! Naturally I couldn't keep it up for the whole flight, and so after a few hours I sat upright â€“ or past upright. Given that the seat in front was fully reclined, while mine was leaning forward, I couldn't even put my head on the tray table. I mentioned the problem to the Emirates staff on board, but nothing could be done as it was a full flight, they said. So I left it at that. On our return home to Brisbane a month later I wrote to Emirates about the matter. They said that they would respond within 30 days, after they had gathered the facts. On day 30 I had no answer, so I prompted them for a reply. Yes, they eventually said in their response â€“ the seat you selected was in fact broken on that flight - we knew about it as we had a logged report on it. Sorry to hear that you didn't find the flight comfortable. (They obviously knew about the problem on the day that they received my email - but they deliberately held out responding for the full 30 days â€“ hoping, no doubt, that I'd forget the matter.) They went on to say:- â€œGiven that you had availed of the Advance Seat Reservation and paid AUD55.00 for the seat, we will be pleased to refund this charge to you. Kindly provide your bank details in order to process a bank transfer to your accountâ€¦.thank you for taking the time and trouble to write to us. â€ That was it. If I had not paid $55 to select the seat â€“ would Emirates have just written back (after 30 days) to say, sorry about your long uncomfortable flight in our broken seat, but too bad â€“ nothing more we will do? If you are an economy class traveller like me, find an airline where passengers like you and me have had some genuine, and timely, resolution to their genuine issues. Don't fly Emirates economy!
1416|Birmingham|1416|english|2022-08-26 05:20:42.953034977|AlphaAirlines|Birmingham to Dubai. Very disappointed- what on Earth has happened to Emirates? Service extremely poor! Had service light on requesting some water to take a tablet for over an hour had window seat so couldn't get out - run out of food so was given a child's meal option! Drinks very sparse and food poor! Worst airline for service I have flown with for some time, i must not forget however we got to Dubai and back safe but I am sorry Emirates the rest was more like you would expect from a budget airline! Really disappointed and will avoid in the future.
1417|Budapest|1417|english|2022-08-26 05:20:42.953034977|AlphaAirlines|Budapest to Colombo via Dubai. If I can name the most child hating airline, than Emirates must be the one. It was 4 flights but each and everyone was a nightmare. We travelled with our 1 year old son. He was offered food on 1 of the 4 flights only. We weren't asked even once if the baby is all right, if we need any help but we were harassed several times instead. The seats were uncomfortable and narrow, the on-flight entertainment hardly worked, once the screen was broken, once it was frozen and had to be restarted, once the console were broken, 3 different flights, 3 different problems. The utensils were dirty in the sealed pack and the food were terrible but hey it's economy so this would be least problem of ours. All in all the staff was probably the rudest it can be, we hardly met any kindness or smiles, although they cooled down the aircraft to something between 15 and 10 C degrees they arrogantly collected all the blankets way before landing so we almost frozen to death. At least it made us understand why some people are flying in winter jackets near the equator. There is no way we are going to use them again.
1418|Kuwait|1418|arabic|2022-08-26 05:20:42.953034977|EmiratesFly|الكويت إلى دبي. أنا مسافر متردد في الإمارات ، وكانت هذه أسوأ رحلة. بدت المقاعد ضيقة والمسافة بينها صغيرة. يوجد فئة طعام واحدة فقط ، البرامج الترفيهية لا تحتوي على أي جديد. كان موظفو المقصورة لطفاء للغاية ، وكانت خدمة الاتصال اللاسلكي بالإنترنت عبر تقنية واي فاي مجانية لمدة ساعة واحدة.
1419|Cairo|1419|arabic|2022-08-26 05:20:42.953034977|EmiratesFly|من القاهرة إلى سنغافورة عبر دبي. خرج الطاقم الأرضي من العلامات الهشة ولم يكن على استعداد للحصول عليها من العدادات الأخرى. أثناء تقديم الوجبات ، استغرق الأمر وقتًا طويلاً بشكل استثنائي قبل أن يتم تقديمها ولم يقدم لنا المضيف القائمة - فقط عرض خيار الدجاج لنا. عندما قمنا بالتحقيق أكثر ، ذكر أن هناك لحوم البقر والدجاج ، لذلك عندما اخترنا لحم البقر ، ذكر المضيف أنه لم يتبق سوى خيار لحم بقر واحد. ومع ذلك ، لاحظت أنه في درجته كان هناك العديد من عبوات اللحم البقري في عربته وكان يقدم خيارات لحوم البقر للآخرين.
1420|Sydney|1420|english|2022-08-26 05:20:42.953034977|AlphaAirlines|Sydney to Dubai. It was my first time with Emirates and the experience was negatively affected by the fact that 4 toilets of economy class where not functioning and closed. The economy class was full and people had to use the only 2 toilets functioning at the front of the cabin. Service was slow and affected by the fact that people needed to go through the attendants to go to the front toilets. At the end of the trip the toilets flooded.
1421|Dubai|1421|arabic|2022-08-26 05:20:42.953034977|EmiratesFly|دبي إلى دوسلدورف. من صالة دبي مع طريق مباشر للصعود إلى الطائرة. مضيفات لطيفة ومحترفة وخاصة المراقب. طعام لذيذ جدا يقدم الإفطار والغداء. أفضل نظام ترفيه متاح. تجربة طيران مثالية!
1422|Bologna|1422|english|2022-08-26 05:20:42.953034977|AlphaAirlines|Bologna to Bangkok via Dubai. My family and I missed the flight from Dubai to Bangkok, we did not hear any Last Call, but the thing that really disappointed me deeply was re-booking the flight, they put us in a waiting list for the first available flight and I had to queue in three different Office. The first confirmed the availability of the flight that would leave after an hour and sent me to the second to pay, after the payment sent me back to the first to collect the tickets, at the end after having lost more than half an hour for the queues the attendant told me to run to another gate to get the flight just paid or I would have lost it. It seemed absurd after paying â‚¬640, fortunately after 20 minutes of travel we arrived to the gate for catch the flight, it was a bad experience for me, my wife and my daughter, the ground service in Dubai was the worst ever.
1423|Amsterdam|1423|dutch|2022-08-26 05:20:42.953034977|KLAmsterdam|"Amsterdam naar Bangkok via Dubai in augustus 2017. Tijdens de vlucht deed het inflight entertainment het niet waardoor het een lange vlucht werd. De bemanning probeerde te helpen en was aardig. De cabin supervisor zou een klacht voor ons indienen omdat ze medelijden had. We hebben nog nooit iets gehoord van Emirates. Toen we een klacht indienden, kregen we nooit een reactie. Waarom proberen we om informatie te vragen via Facebook of Twitter, we kregen alleen standaardantwoorden, altijd ""een klacht indienen"", wat we al deden. We zijn zelfs naar het hoofdkantoor van Emirates in Bangkok geweest. De dame daar kon het niet helpen, ze zei alleen maar, stuur ons een e-mail. Waarom zou je een kantoor in een stad hebben voor hulp als je geen mensen helpt? Emirates is gedaald van een van de beste tot een van de slechtste luchtvaartmaatschappijen ter wereld."
1424|Johannesburg|1424|english|2022-08-26 05:20:42.953034977|AlphaAirlines|Johannesburg to Manchester via Dubai. Although the four Emirates flights we took last month were good, the customer service for complaints is shockingly poor. On our return from Zimbabwe we had 3 flights in a day, 18 hours of flying, on our final 8 hour flight I decided I wanted to upgrade us to Business class. Firstly the website said there were no business class seats available, My live chat confirmed this. I then asked again in Johannesburg (8 hours before the flight I wanted business class flights for). Again I was told they were overbooked. When I asked I asked again in Dubai I was told, â€œyes, there are a fewâ€ just ask the cabin crew, which I did. I was told $1500 per person. This was three times the upgrade price I had been offered online! I mentioned this to the cabin crew who said they couldn't help and that I should complain to customer service. After 25 days customer services replied a shockingly poor reply which just said â€œsorryâ€ I was shocked and angered with this late and terrible response. I'll only be flying BA in the future.
1425|Jakarta|1425|english|2022-08-26 05:20:42.953034977|AlphaAirlines|"Jakarta to London via Dubai. This is the first time I took Emirates, and definitely my last. Boarding began from Jakarta and the ground staff was courteous. In-flight, I don't really expect much because the cabin crew is generally not willing to go out of their way to get you your cup of coffee, especially on a busy morning flight. The cabin looks and feel tight, though I am neither tall nor fat. The seats? It isn't worth commenting. Landing in Dubai for the transit to London, expect the usual UAE approach. Their ground service is next to zero. The Emirates lounge is big but not fantastic, it's overcrowded if anything. Boarding my flight to London was ok, but once onboard, again, do not expect good service. Some cabin crew try to smile, that's about as good as you can get. Once the plane is cruising, they go on their ""switch-off"" mode (chit-chat, etc) more than they are willing to serve. Wifi and sleeping are about the only things that can keep you sane inside this flight. Needless to say, upon arrival to London and once I'm comfortably checked into my hotel room, I dumped the return leg for an SQ one. Emirates, my foot."
1426|Dubai|1426|arabic|2022-08-26 05:20:42.953034977|EmiratesFly|من دبي إلى هونغ كونغ. غادرنا مع تأخير لمدة ساعة ، وهبطنا متأخرين 1،5 ساعة. أجرى 3 رحلات هذا العام مع طيران الإمارات وذهبت كل منها بتأخير. الخدمة ليست كما كانت من قبل ، الوجبات رديئة ، المقصورة ليست نظيفة جدًا. كل شيء غير منظم. مقارنة بشركات الطيران الأخرى ، أصبح هذا الشخص جشعًا حقًا! ناقش طاقم المقصورة قضاياهم الشخصية بصوت عالٍ.
1427|London|1427|english|2022-08-26 05:20:42.953034977|AlphaAirlines|London to Kuala Lumpur via Dubai. Been travelling with Emirates since 2001 and the service is generally good to excellent. Today both legs on time, clean aircraft, minimal toilet queues, full to capacity. Food superb
1428|Paris|1428|french|2022-08-26 05:20:42.953034977|AirParis|"Paris à Dubaï. D'abord, ils annulent ma réservation par erreur, et ils ne m'en informent même pas par téléphone ou par e-mail. J'ai donc dû voler 1 jour après que je sois censé le faire. Service client déplorable au téléphone. J'ai été en attente pendant 30 minutes. Pourquoi ne pas rappeler ? A l'aéroport une telle file d'attente juste pour déposer les bagages au comptoir Emirates. Cette compagnie aérienne devrait avoir 3 étoiles, pas 4 ! Arnaque totale. Tout ce que j'ai entendu, c'est ""nous sommes désolés"". Plus jamais."
1429|London|1429|english|2022-08-26 05:20:42.953034977|AlphaAirlines|London to Islamabad via Dubai. This was probably my worst experience ever with any airline I have ever traveled with. On my flight from London to Dubai, I was asked to move my stuff from my hand-carry to my check-in baggage and was charged a lot for the extra weight in my checked-in bag. Later, I had a layover at Dubai airport before my final destination. Just before boarding, the person at the gate charged me more than 150$ for my hand-carry again, when I told him specifically that I was charged at the London airport to move the weight to my checked in bag. The staff was extremely rude and apparently were even charging people who bought stuff from the duty-free shop. It seemed like Emirates was in desperate need of some extra cash. Since the flight was about to depart, nobody could really do much. There was a lot of anger and frustration. I was charged twice for almost the amount of a new ticket, and it did not make any sense. I am still unable to understand why and how the hand-carry at London airport that met the weight need (especially after moving the stuff to the checked in bag and paying for it) was charged again at the Dubai airport? In short, this really was my last time to choose Emirates to fly with. I am extremely disappointed in an airline that used to be one of my favorites. I will never use their services again.
1430|Lisbon|1430|portuguese|2022-08-26 05:20:42.953034977|AirLisboa|Lisboa a Dubai. A Emirates está cada vez pior, o serviço não é bom, a comida é horrível e as porções muito pequenas. Em um voo de 8 horas recebemos apenas uma pequena refeição e um mini lanche. Pagamos caro por um voo que nem de longe é bom, o pessoal está mais preocupado em cuidar da família voando no mesmo avião, do que com outros passageiros. As telas IFE às vezes não estão funcionando. Wifi dentro, deveria durar 2h de graça, eu tinha 5 minutos, e não consegui conectar mais.
1431|Bos|1431|english|2022-08-26 05:20:42.953034977|AlphaAirlines|Boston to Colombo round trip via Dubai. First of all my transit at Dubai airport 14 hours. When i was booking my ticket I asked if I will get Hotel and meals, They said Yes But at the airport their ground people said we stop giving hotel and meals from November onwards. When I was was flying on January 2017 my transit was 20 hours, I didn't get hotel at that time too - the reason they said my ticket cost not reached $1000. I was sitting on the chair for 14 hours. The flight was miserable. Meal they were serving is horrible. They gave menu, so I decided to ask scrambled eggs, they said we don't have, Lunch I asked Fish that was in the menu they said they don't have, gave me Turkey which i don't eat. I am so disappointed.
1432|Hyderabad|1432|english|2022-08-26 05:20:42.953034977|AlphaAirlines|Hyderabad to Los Angeles via Dubai. Every time I have been carrying my cabin baggage along with laptop bag, including my travel this time. I flew to Hyderabad without any problem. However, while flying back from Hyderabad they asked me to make cabin baggage and laptop bag to 7kg which wasn't possible. So they wanted me to pay $50 for it saying additional baggage. Other passengers were charged similarly. If they had a policy like this they should have told passengers (Emirates baggage rules) so passengers are aware and better prepared, and not wait until check in time.
1433|Moscow|1433|english|2022-08-26 05:20:42.953034977|AlphaAirlines|Moscow to Singapore via Dubai. Spacious and comfortable A380 planes, excellent seats and lots of fresh air in the cabin. A380 surely provides a more relaxing and smooth flying experience. Convenient and easy transfer at Dubai. All flights were on time. Very attentive and courteous service, good food and drinks. Great entertainment system with lots of new and interesting movies. Unprecedented value for money.
1434|Dubai|1434|arabic|2022-08-26 05:20:42.953034977|EmiratesFly|دبي إلى مانشستر. مضيعة للوقت في حجز رحلات طيران درجة الأعمال أو استخدام سكاي واردز. طيران الإمارات لا تقدم الآن ترقيات بسبب مشاكل مالية؟ استخدام الأميال لتقليل الفاتورة يعد أيضًا إهدارًا ، إذا اشتريت الأميال لترقية الأميال ، فلا تقلل نفس تكلفة شراء الأميال - الفارق كبير. الموظفين في مكاتب الترقية ، غير مهذب للغاية.
1435|Tokyo|1435|japanese|2022-08-26 05:20:42.953034977|JPFly|Tokio naar Dubai. Eerste keer reizen op de A380 en het was uitstekend. Ruim, comfortabel en enorm veel opbergruimte. Attente maar onopvallende service van vriendelijke bemanning. Had de veganistische maaltijd besteld, dus ontving de nu enigszins verwachte ratatouille en gebakken aardappelblokjes, wat een beetje teleurstellend was. De volgende maaltijd die arriveerde (ontbijt?) Was een enorme portie linzen en meer ratatouille, dus ik besloot dat te missen en gewoon te profiteren van de gebakjes die in plaats daarvan werden aangeboden. Het lukte me om op deze vlucht een behoorlijke tijd te slapen, dus ik voelde me fris en uitgerust. Een geweldige vlucht en geweldige service, maar mijn optie voor eten had misschien iets beter gekund.
1436|Athens|1436|greek|2022-08-26 05:20:42.953034977|AthensAir|Η Αθήνα για το Ντουμπάι καθυστέρησε. Καμία σωστή επικοινωνία από τον πιλότο για καθυστέρηση κατά την προσγείωση στο Ντουμπάι. Ο επικεφαλής του πληρώματος θαλάμου επιβατών απουσίαζε κατά τη διάρκεια του ταξιδιού. Δεν παρουσιάστηκαν αφορολόγητα είδη κατά τη διάρκεια της πτήσης. Κάλεσα πολλές φορές την αεροσυνοδό με το κουμπί να κάνει παραγγελία για αφορολόγητα είδη, αλλά δεν ήρθε κανείς. Εντελώς απρόσεκτος για τους επιβάτες. Δυσάρεστη εμπειρία από κορυφαία αεροπορική εταιρεία!
1437|Bangkok|1437|chinese|2022-08-26 05:20:42.953034977|AirChz|曼谷經迪拜飛往里斯本。我的商務艙升級失敗了。我的筆記本電腦沒有插頭。在我飛往曼谷的航班上，機組人員很粗魯。這是有史以來最糟糕的經歷。我真的不明白他們如何將自己打造成屢獲殊榮的公司。哦，是的，我還嘗試購買升艙，這在機場是不可能的，我必須在航班上進行。在航班上，他們告訴我在機場進行，這發生在 2 個機場的 2 個航班中
1438|London|1438|english|2022-08-26 05:20:42.953034977|AlphaAirlines|London to Chennai via Dubai. Extremely disappointed with customer service at Dubai international airport. I was stopped near the gates by a rude manager at Dubai during my transit flight. I was told that I was over my allowed cabin luggage allowance of 7kg. My cabin baggage weighed 10 kg, I tried to explain that the excess weight in my cabin luggage was from duty free goods. He asked me pay excess luggage or leave goods there. I had to leave things at the gates before I was allowed to board. I wrote to customer service and although they apologised for the attitude and behaviour of their staff they were not clear about cabin luggage policy. In their own words â€œ I must point out that Emirates hand baggage allowance for Economy class passengers has always been one piece not exceeding 7kgs. Naturally, we allow reasonable quantities of duty free goods in addition to the above, however it would appear that the total weight off your hand luggage when reporting at the gate for your flight was exceeding your allowanceâ€. I emailed them back asking for clarity about what reasonable quantity of duty free goods is but they had no explanation. On board food was average with one meal served for this 7 Hour flight. I would certain think twice about flying emirates again and definitely not buying duty free from Dubai.
1439|Singapore|1439|chinese|2022-08-26 05:20:42.953034977|AirChz|新加坡飛往墨爾本。提前在樟宜機場辦理登機手續很順利。在登機之前，我們看到這看起來像是一個完整的航班。地勤人員組織混亂，應該處理得更好，當他們開始宣布所謂的高級忠誠會員時，事情就失控了。我注意到機組人員彼此之間不溝通，或者不想作為一個團隊存在。食物很一般，IFE 也很棒。由於是夜間航班，早餐前，我的妻子被一名空乘人員粗魯地叫醒，我向 3 個不同的空乘人員借了一支筆，但被忽視了。我們安全抵達梅爾，這就是重要性。我會再次與他們一起飛行嗎？除非他們改善服務。
1440|London|1440|english|2022-08-26 05:20:42.953034977|AlphaAirlines|London to Ahmedabad via Dubai. I was travelling by business class on the A380 from London to Dubai. I was impressed by the look of the bar and lounge area. I decided to take a couple of pictures and videos of the same to show the look of the lounge to my family. But an Indian flight attendant really rudely asked me to stop clicking pictures and said that if any crew member has been clicked to delete my videos as I can get involved into legal matters. This was embarrassing and humiliating for me as other crew members and passengers could hear this and started staring at us. He would not be wrong in saying this to me but there is a way of requesting for something. I went back to my seat and sat there for a while. I certainly didn't expect this treatment especially from the Emirates crew after paying so much for the service of the business class, my husband being a gold class member. Really disappointed with my trip. Food was average. I filled have filled a feedback form on the same date saying this but there is no response or apology. Disappointing!
1441|Bangkok|1441|chinese|2022-08-26 05:20:42.953034977|AirChz|曼谷飛往悉尼。我很幸運在這趟航班上升級到了商務艙。非常棒——工作人員、服務、食物、飲料、座位/床，都是讓你感覺良好地到達目的地所需要的。我從悉尼起飛的經濟艙航班也很好。我期待著與他們的下一次飛行！
1442|Birmingham|1442|english|2022-08-26 05:20:42.953034977|AlphaAirlines|Birmingham to Nairobi via Dubai. First problem was on checking in. I thought I might be one Kg over but imagine my surprise when I was told I was 6kg over! I had thought that my laptop was separate from my hand luggage allowance. In 2015 when I traveled on the same airline I got 46kg allowance. The clerk said I would have to pay excess baggage. I asked to speak to her supervisor and he said that was right, I'd have to pay. â€˜Magnanimously' he reduced the charge to half, 3kilos, which was Â£126. This is a right royal ripoff as I regularly send air parcels to Kenya for Â£4.25 per kilo. I could not afford to leave any goods behind as I was traveling by myself. I was furious and paid the Â£126. One would think Emirates would want happy customers, but after paying Â£700 for my ticket and Â£1000 for my wife to follow me next week I was far from happy. Need to look next time I fly to an alternative airline. To be honest I've never found Birmingham Emirates check in very friendly, I feel like I'm being tolerated, not valued. Well the flight was no better, took off late and food took three hours to be served from takeoff, I'm a diabetic and starting to feel quite unwell by the time I got a choice of only one main course which is the usual mushy tray of stew-like substance. Dubai airport is nice but it's a long trek to the gate followed by a long bus ride to the terminal. Food was again usual poor fare and just before landing a passengber sitting close to me vomited all over himself and he just sat there comatose. I assume he had been drinking before/during the flight and was blotto. There was no apology from cabin staff and although many passengers were retching from the smell onboard, no air fresher was brought by stewardesses! The visa and passport control in Nairobi was a fiasco and it took about an hour to get through although we still had to wait a long time for our baggage at reclaim. This was not a good trip!
1443|London|1443|english|2022-08-26 05:20:42.953034977|AlphaAirlines|London to Dubai inflight entertainment didn't work and food very average. Durban to Dubai slightly better food, live footy was a nice touch. Return journey I upgraded to business class but was unable to use the lounge as this was a promo fare. Seat comfortable. Service good. Disappointing food once again and would not upgrade again. Dubai to London food ok all in all I wouldn't rush back or recommend but not a lot of choices around to Durban
1444|London|1444|english|2022-08-26 05:20:42.953034977|AlphaAirlines|London to Melbourne via Dubai. Flight delayed in Dubai by over 3 hours because of an issue with the in-flight entertainment in First Class - nothing wrong with the aircraft and could have taken off on time. Flight delayed by over 2 hours arriving in Melbourne. When my husband tried to complain (he was the sole traveller in September), they gave him 15000 air miles. These have an expiry date. We did not want the airmiles, but Emirates would not entertain giving a full refund or partial refund. Very abrupt customer service. Apparently if he had not had Skyrewards, he wouldn't have got any compensation. Unfortunately we have booked for a family of 7 to travel with Emirates again next year to Australia. They are a shocking company. If anyone has any advice on what to do, I would be very grateful. Would never recommend them again. In addition - my 2 year old grand daughter has an egg allergy, when I told customer services this re. inflight meals, they told me it was my problem and to buy food for her at the airport. Maybe the CEO of Emirates needs to take a closer look at how this airline is being run and the attitude of the members of staff.
1445|Glasgow|1445|english|2022-08-26 05:20:42.953034977|AlphaAirlines|Glasgow to Dubai. Terrible seats that were tight and not good for sleeping, and the dullness of the cabin and the way the staff talk to you is terrible. I would recommend Qatar Airways as it has great staff, modern aircraft, great food and a great hub airport.
